sge_id|inep_id|escola_documento|pt_g1|pt_g2|pt_g3|pt_g4|pt_g5|pt_ef1_1_ano|pt_ef1_2_ano|pt_ef1_3_ano|pt_ef1_4_ano|pt_ef1_5_ano|pt_ef2_6_ano|pt_ef2_7_ano|pt_ef2_8_ano|pt_ef2_9_ano|pt_em_1_serie|pt_em_2_serie|pt_em_3_serie|pt_cpv_semi_extensivo|pt_cpv_extensivo|pu_g1|pu_g1_produto|pu_g2|pu_g2_produto|pu_g3|pu_g3_produto|pu_g4|pu_g4_produto|pu_g5|pu_g5_produto|pu_ef1_1_ano|pu_ef1_1_ano_produto|pu_ef1_2_ano|pu_ef1_2_ano_produto|pu_ef1_3_ano|pu_ef1_3_ano_produto|pu_ef1_4_ano|pu_ef1_4_ano_produto|pu_ef1_5_ano|pu_ef1_5_ano_produto|pu_ef2_6_ano|pu_ef2_6_ano_produto|pu_ef2_7_ano|pu_ef2_7_ano_produto|pu_ef2_8_ano|pu_ef2_8_ano_produto|pu_ef2_9_ano|pu_ef2_9_ano_produto|pu_em_1_serie|pu_em_1_serie_produto|pu_em_2_serie|pu_em_2_serie_produto|pu_em_3_serie|pu_em_3_serie_produto|pu_cpv_semi_extensivo|pu_cpv_semi_extensivo_produto|pu_cpv_extensivo|pu_cpv_extensivo_produto
1637267||26633976000195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||9|Conquista|9|Conquista|10|Conquista|16|Conquista|12|Conquista|19|Conquista|13|Conquista|15|Conquista|11|Conquista|0||0||0||0||0|
1735076||23218766000142|0|0|20|21|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1735365||29555317000176|0|0|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1737376||31536035000173|0|0|15|16|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||15|Conquista|11|Conquista|12|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1751048||15667021000132|0|0|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||5|Conquista|5|Conquista|5|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1281501||16987343000121|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1354868||07620280000180|0|5|6|9|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||5|Eco mirim|6|Eco mirim|9|Eco mirim|12|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1355140||17304626000194|0|0|26|16|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||26|Eco mirim|16|Eco mirim|10|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1377102||14031806000151|0|6|10|10|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Eco mirim|10|Eco mirim|8|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1432583||12436032000113|0|7|6|6|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||7|Eco mirim|6|Eco mirim|6|Eco mirim|6|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1434493||10359401000196|0|20|25|22|23|30|25|19|28|27|15|16|18|15|0|0|0|0|0|0||20|Eco mirim|25|Eco mirim|22|Eco mirim|23|Eco mirim|30|Eco mirim|25|Eco mirim|0||0||0||15|Eco mirim|16|Eco mirim|18|Eco mirim|15|Eco mirim|0||0||0||0||0|
1454845||13115739000190|0|24|15|18|20|15|15|12|15|40|55|61|70|45|40|41|40|0|0|0||24|Eco mirim|15|Eco mirim|18|Eco mirim|20|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1455992||21356355000198|0|10|11|26|20|17|16|9|10|0|0|0|0|0|0|0|0|0|0|0||10|Eco mirim|11|Eco mirim|26|Eco mirim|20|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1456509||11272418000174|0|0|0|22|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||22|Eco mirim|24|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1468449||19368206000105|0|18|18|18|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||18|Eco mirim|18|Eco mirim|18|Eco mirim|6|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1499722||20120644000120|0|8|7|8|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||7|Eco mirim|8|Eco mirim|8|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1528047||81167967000164|0|15|20|26|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|Eco mirim|20|Eco mirim|26|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1531502||00938350000101|0|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Eco mirim|10|Eco mirim|10|Eco mirim|10|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1531522||13444422000106|0|10|10|15|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Eco mirim|15|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1732478||29832445000110|0|4|10|11|9|8|8|8|5|5|0|0|0|0|0|0|0|0|0|0||0||10|Mais Cores|11|Mais Cores|9|Mais Cores|8|Mais Cores|8|Mais Cores|8|Mais Cores|0||0||0||0||0||0||0||0||0||0||0|
1792745||23401959000134|0|0|0|0|0|10|15|10|20|20|0|0|0|0|0|0|0|0|0|0||0||0||0||0||7|Conquista|7|Conquista|7|Conquista|8|Conquista|14|Conquista|0||0||0||0||0||0||0||0||0|
1732554||21552352000120|0|10|5|10|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|5|Mais Cores|10|Mais Cores|9|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1732741||31746593000163|0|15|12|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|Mais Cores|12|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1795470||26754053000191|0|0|0|0|0|147|254|284|293|350|0|0|0|0|406|357|266|0|0|0||0||0||0||0||75|Conquista|210|Conquista|250|Conquista|250|Conquista|280|Conquista|0||0||0||0||0||0||0||0||0|
1732832||27844198000146|0|8|8|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||8|Mais Cores|8|Mais Cores|8|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1732849||29712910000189|0|5|5|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||5|Mais Cores|5|Mais Cores|5|Mais Cores|2|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1732863||11595943000201|0|10|10|13|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|10|Mais Cores|13|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1732870||27177902000154|0|8|7|11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||8|Mais Cores|7|Mais Cores|11|Mais Cores|1|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1732880||28238102000169|0|0|10|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Mais Cores|3|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1732991||30781727000114|0|6|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||6|Mais Cores|3|Mais Cores|2|Mais Cores|1|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1796723||28665520000132|5|5|18|7|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||4|Conquista|20|Conquista|8|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1585404||21300285000156|0|30|38|35|35|25|23|12|0|0|0|0|0|0|0|0|0|0|0|0||30|Mais Cores|38|Mais Cores|35|Mais Cores|35|Mais Cores|25|Mais Cores|23|Mais Cores|12|Mais Cores|0||0||0||0||0||0||0||0||0||0||0|
1585409||24885308000120|0|12|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1800506||33655161000172|0|0|15|7|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||8|Conquista|10|Conquista|7|Conquista|10|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0|
1802195||31486754000127|0|0|30|30|18|22|9|18|0|0|0|0|0|0|0|0|0|0|0|0||0||0||10|Conquista|9|Conquista|11|Conquista|4|Conquista|9|Conquista|0||0||0||0||0||0||0||0||0||0||0|
1586488||18686109000190|0|20|20|20|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||20|Mais Cores|20|Mais Cores|20|Mais Cores|20|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1802806||32281510000170|0|0|10|10|10|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586492||24467911000191|0|12|12|20|15|15|15|6|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|12|Mais Cores|20|Mais Cores|15|Mais Cores|15|Mais Cores|15|Mais Cores|6|Mais Cores|0||0||0||0||0||0||0||0||0||0||0|
1586495||17659701000130|0|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586740||18891467000134|0|0|17|16|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||17|Mais Cores|16|Mais Cores|15|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1805856||09081737000150|0|0|15|15|15|32|15|15|15|8|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1805910||32185384000150|20|20|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||4|Conquista|1|Conquista|5|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1809903||27839068000115|0|0|20|15|15|20|15|19|15|15|19|15|17|15|0|0|0|0|0|0||0||15|Conquista|15|Conquista|15|Conquista|15|Conquista|15|Conquista|15|Conquista|15|Conquista|15|Conquista|10|Conquista|10|Conquista|10|Conquista|10|Conquista|0||0||0||0||0|
1810443||27136330000165|0|0|10|14|13|10|16|14|8|9|10|5|1|1|0|0|0|0|0|0||0||7|Conquista|7|Conquista|14|Conquista|16|Conquista|7|Conquista|15|Conquista|9|Conquista|4|Conquista|3|Conquista|0||0||0||0||0||0||0||0|
1811270||24487280000172|0|0|30|30|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||5|Conquista|5|Conquista|5|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1733006||24023840000138|0|14|8|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||14|Mais Cores|8|Mais Cores|4|Mais Cores|6|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1540362||21691311000114|0|32|50|45|35|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0||0||50|Eco mirim|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1812071||08676858000182|0|0|0|0|0|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1812538||34595910000186|0|0|0|0|0|18|18|18|27|28|27|16|32|36|22|20|25|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1812641||34742295000193|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||7|Conquista|5|Conquista|7|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1815782||31825592000104|0|0|10|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
522470||04618000000100|0|0|33|32|32|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
553432||04113203000145|0|0|0|0|0|0|0|0|0|0|20|20|0|0|0|0|0|0|0|0||0||0||15|Conquista|15|Conquista|15|Conquista|10|Conquista|10|Conquista|15|Conquista|20|Conquista|0||0||0||0||0||0||0||0||0|
607182||17151345000149|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||10|Conquista|14|Conquista|20|Conquista|26|Conquista|20|Conquista|10|Conquista|10|Conquista|0||0||0||0||0||0||0||0||0|
1094558||03404693000176|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||2|Conquista|5|Conquista|4|Conquista|3|Conquista|2|Conquista|3|Conquista|8|Conquista|7|Conquista|1|Conquista|2|Conquista|2|Conquista|0||0||0||0||0|
1094613||05584582000114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||1|Conquista|8|Conquista|14|Conquista|16|Conquista|17|Conquista|25|Conquista|17|Conquista|11|Conquista|0||0||0||0||0||0||0||0||0|
1166948||12201643000182|0|60|30|40|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||15|Conquista|12|Conquista|4|Conquista|3|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0|
1193388||04684713000172|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1351681||15871755000139|0|0|20|20|20|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1352624||07471959000154|0|0|10|21|21|15|15|24|20|22|24|18|20|18|0|0|0|0|0|0||0||12|Conquista|6|Conquista|12|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1362459||15477951000123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||8|Conquista|8|Conquista|10|Conquista|11|Conquista|2|Conquista|0||0||0||0||0||0||0||0||0|
1446490||06182438000114|0|0|34|30|25|20|19|13|11|11|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1448987||12349370000118|0|5|6|19|16|25|15|10|19|7|22|18|7|11|11|20|12|0|0|0||0||0||0||0||1|Conquista|1|Conquista|1|Conquista|0||0||0||0||0||0||0||0||0||0||0|
1529071||23731846000105|0|8|16|34|28|24|28|16|7|9|6|5|3|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1533578||18096484000260|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1540384||07054736000191|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||15|Conquista|15|Conquista|15|Conquista|15|Conquista|10|Conquista|0||0||0||0||0||0||0||0||0|
1542771||20928125000193|0|0|30|15|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||5|Conquista|6|Conquista|9|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1582371||25208476000143|0|6|6|6|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1585044||23863317000157|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586502||09138098000112|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||11|Conquista|3|Conquista|4|Conquista|6|Conquista|4|Conquista|0||0||0||0||0||0||0||0||0|
1590312||08771185000140|0|0|12|6|7|18|14|14|11|10|6|8|4|6|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1590925||16936300000117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||7|Conquista|20|Conquista|7|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1591878||26732820000161|0|10|14|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||3|Conquista|3|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1633243||10903934000197|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||15|Conquista|15|Conquista|20|Conquista|25|Conquista|25|Conquista|20|Conquista|20|Conquista|20|Conquista|35|Conquista|35|Conquista|30|Conquista|20|Conquista|0||0||0||0||0|
1634687||26049605000160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1635304||28326283000185|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Conquista|12|Conquista|12|Conquista|6|Conquista|8|Conquista|20|Conquista|14|Conquista|24|Conquista|20|Conquista|18|Conquista|17|Conquista|11|Conquista|0||0||0||0||0|
1642007||28885864000157|0|12|18|24|29|20|14|14|9|0|0|0|0|0|0|0|0|0|0|0||0||22|Conquista|25|Conquista|25|Conquista|15|Conquista|10|Conquista|11|Conquista|7|Conquista|0||0||0||0||0||0||0||0||0||0|
1705513||11461342000125|0|0|10|10|10|10|10|15|15|10|30|31|25|17|13|21|11|0|0|0||0||0||0||0||0||0||0||0||0||14|Conquista|10|Conquista|10|Conquista|5|Conquista|2|Conquista|3|Conquista|0||0||0|
1732800||31514710000163|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||1|Conquista|0||0||0||0||0||0||1|Conquista|0||0||0||0||0||0|
1734548||17742122000156|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1734918||32052638000162|0|0|26|25|12|17|17|15|0|0|0|0|0|0|0|0|0|0|0|0||0||20|Conquista|20|Conquista|20|Conquista|10|Conquista|10|Conquista|10|Conquista|0||0||0||0||0||0||0||0||0||0||0|
1752389||30660123000110|0|0|0|0|12|14|15|0|13|10|8|0|0|0|0|0|0|0|0|0||0||0||0||8|Conquista|10|Conquista|12|Conquista|12|Conquista|4|Conquista|3|Conquista|0||0||0||0||0||0||0||0||0|
1794309||19397172000179|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||8|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1806469||34277182000164|0|0|15|15|15|15|15|15|15|15|0|0|0|0|0|0|0|0|0|0||0||15|Conquista|15|Conquista|15|Conquista|20|Conquista|20|Conquista|15|Conquista|5|Conquista|5|Conquista|0||0||0||0||0||0||0||0||0|
1808219||32683368000198|0|0|10|10|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||12|Conquista|10|Conquista|12|Conquista|10|Conquista|0||0||1|Conquista|0||0||0||0||0||0||0||0||0||0|
1810876||04429832000189|0|0|0|30|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Conquista|20|Conquista|20|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1812554||10617333000118|0|0|30|30|30|15|15|0|0|0|0|0|0|0|0|0|0|0|0|0||0||25|Conquista|25|Conquista|25|Conquista|15|Conquista|13|Conquista|0||0||0||0||0||0||0||0||0||0||0||0|
1814781||23836043000107|0|0|15|15|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Conquista|10|Conquista|7|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586763||05215271000188|0|12|10|18|18|7|14|10|10|5|11|10|14|10|0|0|0|0|0|0||12|Mais Cores|10|Mais Cores|18|Mais Cores|18|Mais Cores|7|Mais Cores|14|Mais Cores|10|Mais Cores|10|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0|
1586766||23892088000107|0|5|5|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||5|Mais Cores|5|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586815||14980511000121|0|16|16|25|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||16|Mais Cores|16|Mais Cores|25|Mais Cores|16|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586817||22108520000155|0|8|8|6|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||8|Mais Cores|8|Mais Cores|6|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586824||17036374000160|0|10|10|7|8|13|8|10|4|4|0|0|0|0|0|0|0|0|0|0||0||0||0||0||13|Mais Cores|8|Mais Cores|10|Mais Cores|4|Mais Cores|4|Mais Cores|0||0||0||0||0||0||0||0||0|
1586845||08512339000189|0|0|10|12|13|8|7|6|6|0|0|0|0|0|0|0|0|0|0|0||0||10|Mais Cores|12|Mais Cores|13|Mais Cores|8|Mais Cores|7|Mais Cores|6|Mais Cores|6|Mais Cores|0||0||0||0||0||0||0||0||0||0|
1586920||02961374000107|0|9|12|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||9|Mais Cores|12|Mais Cores|12|Mais Cores|12|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1586962||21764889000153|0|6|12|10|8|16|8|9|7|10|0|0|0|0|0|0|0|0|0|0||6|Mais Cores|12|Mais Cores|10|Mais Cores|8|Mais Cores|16|Mais Cores|8|Mais Cores|9|Mais Cores|7|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0|
1587120||19559849000128|0|0|20|20|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||20|Mais Cores|20|Mais Cores|30|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1587122||23839262000140|0|20|20|20|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||20|Mais Cores|20|Mais Cores|20|Mais Cores|20|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1587246||14037283000150|0|10|12|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|12|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1587388||03691290000155|0|12|13|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|13|Mais Cores|12|Mais Cores|12|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1587389||26040989000150|0|20|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||20|Mais Cores|20|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
